make,model,version,locale
KYMCO,PLEASURE,PLEASURE 125 NEW,es_AR
KYMCO,PRONTO,PRONTO 125 XJR NEW,es_AR
KYMCO,PULSAR,PULSAR 125,es_AR
KYMCO,QUANNON,QUANNON 125,es_AR
KYMCO,SPIKE,SPIKE 125,es_AR
KYMCO,STRYKER,STRYKER 125,es_AR
KYMCO,STRYKER,STRYKER 150,es_AR
KYMCO,SUPER,SUPER 9 50 AIR,es_AR
KYMCO,TOP,TOP BOY 100,es_AR
KYMCO,UXV,UXV 700I 4WD,es_AR
KYMCO,VENOX,VENOX 250,es_AR
KYMCO,VISA,VISA R 110,es_AR
KYMCO,X-TOWN,X TOWN 250,es_AR
KYMCO,XCITING,XCITING 500,es_AR
KYMCO,YUP,YUP 50,es_AR
KYMCO,ZING,ZING 150,es_AR
KYMCO,ZX50,ZX 50,es_AR
LEGNANO,110,110 CAPRI,es_AR
LEGNANO,110,110 IMOLA,es_AR
LEGNANO,VERONA,125 VERONA,es_AR
LEGNANO,MILANO,150 MILANO,es_AR
LEGNANO,MILANO,150 MILANO SPRINT,es_AR
LEGNANO,MONZA,150 MONZA,es_AR
LEGNANO,ELEKO,200 ELEKO F,es_AR
LEGNANO,MODENA,200 MODENA,es_AR
LIFAN,LF-13,LF-13 150,es_AR
LIFAN,LF-13,LF-13 200,es_AR
MAVERICK,100,100 WIND,es_AR
MAVERICK,110,110 F1,es_AR
MAVERICK,110,110 FOX,es_AR
MAVERICK,110,110 FOX R,es_AR
MAVERICK,110,110 SPORT CUA,es_AR
MAVERICK,110,110 TOP,es_AR
MAVERICK,110,110 XRT,es_AR
MAVERICK,125,125 CITY,es_AR
MAVERICK,125,125 SUPRA,es_AR
MAVERICK,150,150 BLACK STAR,es_AR
MAVERICK,150,150 CROSS,es_AR
MAVERICK,150,150 NEXUS,es_AR
MAVERICK,150,150 STREET,es_AR
MAVERICK,200,200 DUAL,es_AR
MAVERICK,200,200 HALLEY,es_AR
MAVERICK,200,200 SCAPE CUA,es_AR
MAVERICK,250,250 ADVENTURE,es_AR
MAVERICK,250,250 BIG FORCE CUA,es_AR
MAVERICK,250,250 MAXIM,es_AR
MAVERICK,250,250 PANTHER,es_AR
MAVERICK,70,70 GO,es_AR
ZANELLA,CECCATO,CECCATO 150 R,es_AR
ZANELLA,FX,FX 70 SERIES 4T,es_AR
ZANELLA,FX,FX 90 SERIES 4T,es_AR
ZANELLA,FX,FX 150 SERIES 4T,es_AR
ZANELLA,FX,FX 200 SPORT SERIES,es_AR
ZANELLA,GFORCE,GFORCE 250,es_AR
ZANELLA,HJ,HJ 125 4T,es_AR
ZANELLA,PATAGONIAN,PATAGONIAN EAGLE 150,es_AR
ZANELLA,PATAGONIAN,PATAGONIAN EAGLE 250,es_AR
ZANELLA,PATAGONIAN,PATAGONIAN EAGLE 250 2,es_AR
ZANELLA,RX,RX 150 G3,es_AR
ZANELLA,RX,RX 150 Z6,es_AR
ZANELLA,RX,RX 150 Z7,es_AR
ZANELLA,RX,RX 150 Z7 F,es_AR
ZANELLA,RX1,RX1 150,es_AR
ZANELLA,RZ7,RZ7,es_AR
ZANELLA,ZB,ZB 110 AT,es_AR
ZANELLA,ZB,ZB 110 LE,es_AR
ZANELLA,ZB,ZB 110 LT,es_AR
ZANELLA,ZB,ZB 110 RT,es_AR
ZANELLA,ZB,ZB 110 Z1,es_AR
ZANELLA,ZB,ZB 110 Z1 AUTOMATICA,es_AR
ZANELLA,ZB,ZB 110 Z1 FULL,es_AR
ZANELLA,ZR,ZR 150,es_AR
MONDIAL,100,100 MS E,es_AR
MONDIAL,100,100 SILVER FOX,es_AR
MONDIAL,100,100 TB,es_AR
MONDIAL,110,110 FD L,es_AR
MONDIAL,110,110 LD 3v,es_AR
MONDIAL,110,110 LD H C/D MAX,es_AR
MONDIAL,110,110 LD H S/D MAX,es_AR
MONDIAL,110,110 LD L,es_AR
MONDIAL,110,110 LD S,es_AR
MONDIAL,110,110 LD S FULL,es_AR
MONDIAL,110,110 LD Y,es_AR
MONDIAL,110,110 LD YT (TUNNING),es_AR
MONDIAL,110,110 QJ E,es_AR
MONDIAL,115,115 AX,es_AR
MONDIAL,125,125 FD,es_AR
MONDIAL,125,125 HD,es_AR
MONDIAL,125,125 MD,es_AR
MONDIAL,125,125 R MAX,es_AR
MONDIAL,125,125 RD,es_AR
MONDIAL,125,125 RV,es_AR
MONDIAL,125,125 TB,es_AR
MONDIAL,150,150 EX K,es_AR
MONDIAL,150,150 FD Q,es_AR
MONDIAL,150,150 HD,es_AR
MONDIAL,150,150 MD,es_AR
MONDIAL,150,150 MD ALLEGRO,es_AR
MONDIAL,150,150 MD C /BAUL,es_AR
MONDIAL,150,150 RD CLASSIC,es_AR
MONDIAL,150,150 RD H,es_AR
MONDIAL,150,150 RD H C/D,es_AR
MONDIAL,150,150 RD H FULL,es_AR
MONDIAL,150,150 RD L,es_AR
MONDIAL,150,150 RD STD,es_AR
MONDIAL,150,150 TD L,es_AR
MONDIAL,150,150 W CAFE RACER,es_AR
MONDIAL,150,150 W STREET TRACKER,es_AR
MONDIAL,200,200 FD RS,es_AR
MONDIAL,200,200 FD S,es_AR
MONDIAL,200,200 RD K,es_AR
MONDIAL,200,200 TD K,es_AR
MONDIAL,200,200 TD P,es_AR
MONDIAL,250,250 FD H,es_AR
MONDIAL,250,250 FD Q,es_AR
MONDIAL,250,250 FD R,es_AR
MONDIAL,250,250 FD ST,es_AR
MONDIAL,250,250 HD (2020),es_AR
MONDIAL,250,250 RD R,es_AR
MONDIAL,250,250 TD,es_AR
MONDIAL,250,250 VD P,es_AR
MONDIAL,HD254A,254 HD A,es_AR
MONDIAL,300,300 MD,es_AR
MONDIAL,50,50 FD 50 (MINI),es_AR
MONDIAL,50,50 FREE,es_AR
MONDIAL,FREE,50 FREE CARGO,es_AR
MONDIAL,50,50 KX,es_AR
MONDIAL,50,50 MONKEY,es_AR
MONDIAL,50,50 MS,es_AR
MONDIAL,50,50 MS E,es_AR
MONDIAL,50,50 SCARABEO,es_AR
MONDIAL,70,70 DAX,es_AR
MONDIAL,90,90 BD,es_AR
MONDIAL,90,90 DAX AUTOMÁTICA,es_AR
MONDIAL,W250,W 250 SPORT,es_AR
MOTOMEL,100,100 CUSTOM,es_AR
MOTOMEL,110,110 BIT,es_AR
MOTOMEL,110,110 BLITZ AUTOMATICA,es_AR
MOTOMEL,110,110 BLITZ BASE V8,es_AR
MOTOMEL,110,110 BLITZ FULL,es_AR
MOTOMEL,110,110 BLITZ TUNNING,es_AR
MOTOMEL,110,110 C ALARMA F/D A/E,es_AR
MOTOMEL,110,110 C DLX A/E,es_AR
MOTOMEL,110,110 CLIPPER A/E F/D,es_AR
MOTOMEL,110,110 DLX DELUXE,es_AR
MOTOMEL,110,110 ECO ALARMA A/E F/D,es_AR
MOTOMEL,110,110 FUNCTION0 FULL,es_AR
MOTOMEL,110,110 GORILLA,es_AR
MOTOMEL,110,110 LINX,es_AR
MOTOMEL,110,110 MAX A/E,es_AR
MOTOMEL,110,110 MX,es_AR
MOTOMEL,110,110 PX FULL,es_AR
MOTOMEL,110,110 SKORPION,es_AR
MOTOMEL,125,125 BIT A/E,es_AR
MOTOMEL,125,125 CG 4T A/E,es_AR
MOTOMEL,125,125 GO VINTAGE,es_AR
MOTOMEL,125,125 SKORPION,es_AR
MOTOMEL,125,125 SKUA,es_AR
MOTOMEL,125,125 SL,es_AR
MOTOMEL,125,125 TOP FD A/E,es_AR
MOTOMEL,125,125 X3M A/E,es_AR
MOTOMEL,150,150 CG 4T A/E,es_AR
MOTOMEL,150,150 CG SERIE 2,es_AR
MOTOMEL,150,150 CG SERIE 4,es_AR
MOTOMEL,150,150 CUSTOM A/E F/D,es_AR
MOTOMEL,150,150 FORZA,es_AR
MOTOMEL,150,150 GORILLA REV,es_AR
MOTOMEL,150,150 MILESTONE,es_AR
MOTOMEL,150,150 S2,es_AR
MOTOMEL,150,150 S2 BASE DISCO,es_AR
MOTOMEL,150,150 S2 FULL DISCO ALEAC,es_AR
MOTOMEL,150,150 S3,es_AR
MOTOMEL,150,150 SIRIUS NAKED,es_AR
MOTOMEL,150,150 SKUA CX,es_AR
MOTOMEL,150,150 SKUA SILVER EDITION LIMITED,es_AR
MOTOMEL,150,150 SKUA V6,es_AR
MOTOMEL,150,150 SR DEPORTIVA,es_AR
MOTOMEL,150,150 STRATO,es_AR
MOTOMEL,STRATO,150 STRATO ALPINO,es_AR
MOTOMEL,150,150 STRATO EURO,es_AR
MOTOMEL,150,150 SUN TRIKE,es_AR
MOTOMEL,150,150 SYM FIDDLE II,es_AR
MOTOMEL,150,150 TCP,es_AR
MOTOMEL,150,150 TRICARGO,es_AR
MOTOMEL,150,150 VX,es_AR
MOTOMEL,150,150 VX RACING,es_AR
MOTOMEL,MEDAL,170 MEDAL,es_AR
MOTOMEL,175,175 MEDAL,es_AR
MOTOMEL,190,190 SIRIUS,es_AR
MOTOMEL,200,200 CG SERIE 5,es_AR
MOTOMEL,200,200 CUSTOM,es_AR
MOTOMEL,200,200 DAKAR A/E F/D,es_AR
MOTOMEL,200,200 I SYM JOYRIDE EVO,es_AR
MOTOMEL,200,200 MOTARD,es_AR
MOTOMEL,200,200 PITBULL,es_AR
MOTOMEL,200,200 SIRIUS SR,es_AR
MOTOMEL,200,200 SKUA,es_AR
MOTOMEL,200,200 SR,es_AR
MOTOMEL,200,200 TCP,es_AR
MOTOMEL,200,200 TRICARGO,es_AR
MOTOMEL,250,250 CUSTOM READER,es_AR
MOTOMEL,250,250 CX XPLORA,es_AR
MOTOMEL,250,250 HAWKER,es_AR
MOTOMEL,250,250 HIOSUNG GT R,es_AR
MOTOMEL,250,250 MEGELLI R,es_AR
MOTOMEL,250,250 MX BASE,es_AR
MOTOMEL,250,250 MX FULL,es_AR
MOTOMEL,250,250 MX PRO,es_AR
MOTOMEL,250,250 QUEST,es_AR
MOTOMEL,250,250 RYDER,es_AR
MOTOMEL,250,250 S,es_AR
MOTOMEL,250,250 S6,es_AR
MOTOMEL,250,250 SIRIUS NAKED,es_AR
MOTOMEL,250,250 SKUA,es_AR
MOTOMEL,250,250 SKUA ADVENTURE,es_AR
MOTOMEL,250,250 SKUA FULL PRO,es_AR
MOTOMEL,250,250 STRATO EXECUTIVE,es_AR
MOTOMEL,250,250 TRUCKER REV CARDAN,es_AR
MOTOMEL,250,250 VOLKANO,es_AR
MOTOMEL,250,250 VOLKANO FULL,es_AR
MOTOMEL,250,250 XMM,es_AR
MOTOMEL,250,250 XMM L/N,es_AR
MOTOMEL,250,250 XPLORA,es_AR
MOTOMEL,50,50 KRAKEN,es_AR
MOTOMEL,50,50 SPEEDY,es_AR
MOTOMEL,50,50 SQ,es_AR
MOTOMEL,650,650 HIOSUNG GT R,es_AR
MOTOMEL,650,650 HYOSUNG RI,es_AR
MOTOMEL,70,70 DREAM TYD A/E F/D,es_AR
MOTOMEL,70,70 ECO A/E,es_AR
MOTOMEL,70,70 ECO CARGA,es_AR
MOTOMEL,70,70 MAX,es_AR
MOTOMEL,75,75 WASP,es_AR
MOTOMEL,80,80 STRATO FUN,es_AR
MOTOMEL,90,90 KRAKEN,es_AR
MV AGUSTA,BRUTALE,BRUTALE 675,es_AR
MV AGUSTA,BRUTALE,BRUTALE 800,es_AR
MV AGUSTA,BRUTALE,BRUTALE 800 NEW,es_AR
MV AGUSTA,BRUTALE,BRUTALE 800 ROSSO,es_AR
MV AGUSTA,BRUTALE,BRUTALE 800 RR,es_AR
MV AGUSTA,BRUTALE,BRUTALE 800 RR AMERICA,es_AR
MV AGUSTA,BRUTALE,BRUTALE 800 RR LH 44 HAMILTON,es_AR
MV AGUSTA,BRUTALE,BRUTALE 800 RR RC,es_AR
MV AGUSTA,BRUTALE,BRUTALE 1000 RR,es_AR
MV AGUSTA,BRUTALE,BRUTALE 1090 ABS,es_AR
MV AGUSTA,BRUTALE,BRUTALE 1090 ABS RR,es_AR
MV AGUSTA,BRUTALE,BRUTALE 800 RR SCS,es_AR
MV AGUSTA,DRAGSTER,DRAGSTER 800 RC,es_AR
MV AGUSTA,DRAGSTER,DRAGSTER 800 RC KIT RACING,es_AR
MV AGUSTA,DRAGSTER,DRAGSTER 800 RC SCS,es_AR
MV AGUSTA,DRAGSTER,DRAGSTER 800 ROSSO,es_AR
MV AGUSTA,DRAGSTER,DRAGSTER 800 RR,es_AR
MV AGUSTA,DRAGSTER,DRAGSTER 800 RR PIRELLI,es_AR
MV AGUSTA,DRAGSTER,DRAGSTER 800 RR SCS,es_AR
MV AGUSTA,F3,F3 675 EAS ABS,es_AR
MV AGUSTA,F3,F3 675 RC,es_AR
MV AGUSTA,F3,F3 800 EAS ABS,es_AR
MV AGUSTA,F3,F3 800 RC,es_AR
MV AGUSTA,F4,F4 1000 ABS,es_AR
MV AGUSTA,F4,F4 1000 RC,es_AR
MV AGUSTA,F4,F4 1000 RR ABS,es_AR
MV AGUSTA,RIVALE,RIVALE 800 EAS ABS,es_AR
MV AGUSTA,RUSH,RUSH 1000,es_AR
MV AGUSTA,STRADALE,STRADALE 800,es_AR
MV AGUSTA,SUPERVELOCE,SUPERVELOCE 800,es_AR
MV AGUSTA,TURISMO,TURISMO 800 VELOCE,es_AR
MV AGUSTA,TURISMO,TURISMO 800 VELOCE LUSSO,es_AR
MV AGUSTA,TURISMO,TURISMO 800 VELOCE LUSSO RC SCS,es_AR
MV AGUSTA,TURISMO,TURISMO 800 VELOCE LUSSO SCS,es_AR
MV AGUSTA,TURISMO,TURISMO 800 VELOCE ROSSO,es_AR
OKINOI,110,110 ALEACION,es_AR
OKINOI,110,110 OKN,es_AR
OKINOI,110,110 TUNING,es_AR
OKINOI,125,125,es_AR
OKINOI,125,125 DROP,es_AR
OKINOI,125,125 R,es_AR
OKINOI,125,125 ROMA,es_AR
OKINOI,125,125 TUNNING,es_AR
OKINOI,150,150 R ENDURO,es_AR
OKINOI,150,150 R N,es_AR
OKINOI,150,150 ST N,es_AR
OKINOI,150,150 STE,es_AR
OKINOI,150,150 STREET,es_AR
OKINOI,150,150 SUPERMOTARD,es_AR
OKINOI,250,250 OKN,es_AR
OKINOI,250,250 R,es_AR
OKINOI,250,250 R N,es_AR
OKINOI,300,300 OKN,es_AR
OKINOI,TRICICLO,TRICICLO ELECTRICO ( DISC),es_AR
OLMO,110,110 FLASH,es_AR
OLMO,150,150 XT,es_AR
PANTHER,110,110,es_AR
PANTHER,WR110,110 WR,es_AR
PANTHER,WR125,125 WR,es_AR
PANTHER,150,150 WR,es_AR
PANTHER,200,200 R,es_AR
PANTHER,200,200 WR,es_AR
PANTHER,250,250 WR,es_AR
PANTHER,50,50 F,es_AR
PANTHER,70F,70 F,es_AR
PANTHER,90F,90 F,es_AR
PEUGEOT MOTOS,SPEED,SPEED FIGHT 100,es_AR
PIAGGIO,150,150 HEXAGON,es_AR
PIAGGIO,150,150 M44,es_AR
PIAGGIO,150,150 VESPA LX,es_AR
PIAGGIO,250,250 BEVERLY CRUISER,es_AR
PIAGGIO,250,250 MP3 RL,es_AR
PIAGGIO,300,300 BEVERLY 300 S,es_AR
PIAGGIO,300,300 MP3,es_AR
PIAGGIO,300,300 MP3 SPORT,es_AR
PIAGGIO,400,400 X-EVO,es_AR
PIAGGIO,500,500 MP3 LT BUSINESS,es_AR
PIT BIKE,125,125 MXR,es_AR
PIT BIKE,140,140 MXR,es_AR
PIT BIKE,160,160 MXR,es_AR
PIT BIKE,50,50 MXR,es_AR
PIT BIKE,90,90 MXR,es_AR
POLARIS,RANGER,RANGER 800 RZR,es_AR
POLARIS,RANGER,RANGER 900 RZR 4P XP,es_AR
POLARIS,RANGER,RANGER 900 XT,es_AR
POLARIS,1000,RANGER 1000 XP,es_AR
POLARIS,RANGER,RANGER 570 PREMIUN,es_AR
POLARIS,RANGER,RANGER 570 PREMIUN 6 PLAZAS,es_AR
POLARIS,RZR,RZR 1000 TURBO 2 PLAZAS,es_AR
POLARIS,RZR,RZR 1000 TURBO 4 PLAZAS,es_AR
POLARIS,RZR,RZR 1000 XP,es_AR
POLARIS,RZR,RZR 1000 XP PRO PREMIUN,es_AR
POLARIS,SCRAMBLER,SCRAMBLER 850 EPS,es_AR
POLARIS,SCRAMBLER,SCRAMBLER 1000 XP,es_AR
POLARIS,SPORTSMAN,SPORTSMAN 335,es_AR
POLARIS,SPORTSMAN,SPORTSMAN 400 HO 4X4,es_AR
POLARIS,SPORTSMAN,SPORTSMAN 450,es_AR
POLARIS,SPORTSMAN,SPORTSMAN 500 ACF,es_AR
POLARIS,SPORTSMAN,SPORTSMAN 550,es_AR
POLARIS,SPORTSMAN,SPORTSMAN 570 EFI 4X4,es_AR
POLARIS,SPORTSMAN,SPORTSMAN 800 EFI 4X4,es_AR
POLARIS,SPORTSMAN,SPORTSMAN 850 EFI XP,es_AR
POLARIS,SPORTSMAN,SPORTSMAN 325 ACE 4X4 EFI,es_AR
POLARIS,SPORTSMAN,SPORTSMAN 570 TOURING,es_AR
POLARIS,TRAIL,TRAIL BLAZER 330,es_AR
RAFTER,R 150,R 150 AUTOMATICO,es_AR
RAFTER,R 250,R 250 ACL,es_AR
RAFTER,R 300,R 300,es_AR
RAFTER,R 300,R 300 4X4,es_AR
RAFTER,SL,SL 250 WCL,es_AR
ROYAL ENFIELD,HIMALAYAN,410 HIMALAYAN,es_AR
ROYAL ENFIELD,500,500 ARMY BATTLE GREEN,es_AR
ROYAL ENFIELD,500,500 BLACK,es_AR
ROYAL ENFIELD,500,500 BULLET,es_AR
ROYAL ENFIELD,500,500 BULLET TRIAL,es_AR
ROYAL ENFIELD,500,500 CLASSIC CHROME BLACK,es_AR
ROYAL ENFIELD,500,500 CLASSIC PEGASUS,es_AR
ROYAL ENFIELD,500,500 CONTINENTAL GT,es_AR
ROYAL ENFIELD,500,500 DESERT STORM,es_AR
ROYAL ENFIELD,500,500 ELECTRA,es_AR
ROYAL ENFIELD,500,500 GUN METAL GREY,es_AR
ROYAL ENFIELD,500,500 RED DITCH RED,es_AR
ROYAL ENFIELD,500,500 STEALTH BLACK,es_AR
ROYAL ENFIELD,500,500 TRIBUTE BLACK,es_AR
ROYAL ENFIELD,650,650 CONTINENTAL GT CHROME/SPECIAL,es_AR
ROYAL ENFIELD,650,650 CONTINENTAL GT CLASSIC/STD,es_AR
ROYAL ENFIELD,650,650 CONTINENTAL GT CUSTOM,es_AR
ROYAL ENFIELD,650,650 INTERCEPTOR CHROME/SPECIAL,es_AR
ROYAL ENFIELD,650,650 INTERCEPTOR CLASSIC/STD,es_AR
ROYAL ENFIELD,650,650 INTERCEPTOR CUSTOM,es_AR
SKYGO,SG,SG 100,es_AR
SKYGO,SG,SG 110 2 G,es_AR
SUMO,110,110 HOBIZ,es_AR
SUMO,110,110 SB,es_AR
SUMO,CG125,125 CG,es_AR
SUMO,125,125 SG,es_AR
SUMO,200,200 SL,es_AR
SUNRA,CAGUU,CAGUU,es_AR
SUNRA,CITYCOCO,CITYCOCO,es_AR
SUNRA,GRACE,GRACE,es_AR
SUNRA,HAWK,HAWK,es_AR
SUNRA,KING,KING KONG,es_AR
SUNRA,LEO,LEO,es_AR
SUNRA,VINTAGE,VINTAGE,es_AR
SUNRA,Z-BOT,Z-BOT,es_AR
SUPER SOCO,CPX,CPX,es_AR
SUPER SOCO,TC,TC,es_AR
SUPER SOCO,TC,TC MAX,es_AR
SUPER SOCO,TSX,TSX,es_AR
SUZUKI,AH,AH 100 ADDRESS,es_AR
SUZUKI,AN,AN 125,es_AR
SUZUKI,AX,AX 100,es_AR
SUZUKI,BURGMAN,BURGMAN 200A L8,es_AR
SUZUKI,V-STROM,DL 250A V STORM,es_AR
SUZUKI,DL,DL 650A V STROM,es_AR
SUZUKI,DL,DL 650XA V STROM,es_AR
SUZUKI,DL,DL 1000A V STROM,es_AR
SUZUKI,DL,DL 1000XA v STROM,es_AR
SUZUKI,DR,DR 250,es_AR
SUZUKI,DR,DR 350,es_AR
SUZUKI,DR,DR 650,es_AR
SUZUKI,DR-Z,DR-Z 400,es_AR
SUZUKI,EN,EN 125 2A,es_AR
SUZUKI,EN,EN 125 HU,es_AR
SUZUKI,FXR,FXR 150,es_AR
SUZUKI,GIXXER,GIXXER 150 (GSX),es_AR
SUZUKI,GN,GN 125 F,es_AR
SUZUKI,GN,GN 125 H,es_AR
SUZUKI,GS,GS 450,es_AR
SUZUKI,GS,GS 500,es_AR
SUZUKI,GS,GS 550,es_AR
SUZUKI,GSF,GSF 650 BANDIT,es_AR
SUZUKI,GSR,GSR 600,es_AR
SUZUKI,GSX,GSX 1100,es_AR
SUZUKI,GSX,GSX 1300 BK B-KING,es_AR
SUZUKI,GSX,GSX 1300 R HAYABUSA,es_AR
SUZUKI,GSX-R,GSX-R 400,es_AR
SUZUKI,GSX-R,GSX-R 600,es_AR
SUZUKI,GSX-R,GSX-R 1000,es_AR
SUZUKI,GSX-R,GSX-R 1000RA,es_AR
SUZUKI,GSX-S,GSX-S 750,es_AR
SUZUKI,GW,GW 250 INAZUMA,es_AR
SUZUKI,KATANA,KATANA 600,es_AR
SUZUKI,LT-A400,LT-A 400 KING QUAD 4X4,es_AR
SUZUKI,LT-A500,LT-A 500 KING QUAD 4X4,es_AR
SUZUKI,LT-A750,LT-A 750 KING QUAD 4X4,es_AR
SUZUKI,LT-F,LT-F 250 OZARK,es_AR
SUZUKI,LT-Z400,LT-Z 400 QUADSPORT,es_AR
SUZUKI,LT-Z,LT-Z 450 QUADRACER,es_AR
SUZUKI,RM,RM 85 L2,es_AR
SUZUKI,RM-Z,RM-Z 250,es_AR
SUZUKI,RM-Z,RM-Z 450,es_AR
SUZUKI,RMX,RMX 450 Z L2,es_AR
SUZUKI,SJ,SJ 110,es_AR
SUZUKI,SJ,SJ 110 D,es_AR
SUZUKI,SV650,SV 650,es_AR
SUZUKI,SV650,SV 650 CAFE RACER,es_AR
SUZUKI,VL,VL 800,es_AR
SUZUKI,VS,VS 700 INTRUDER,es_AR
SUZUKI,VS,VS 800 INTRUDER,es_AR
SYM,125,125 CROX,es_AR
